i: -99; Actual: 0; Predicted: 0.000000
i:  28; Actual: 1; Predicted: 0.966466
i:  29; Actual: 1; Predicted: 0.975758
i:  30; Actual: 1; Predicted: 0.975360
i:  31; Actual: 1; Predicted: 0.986665
i:  32; Actual: 1; Predicted: 0.970280
i:  33; Actual: 1; Predicted: 0.979599
i:  34; Actual: 1; Predicted: 0.931633
i:  35; Actual: 1; Predicted: 0.963821
i:  36; Actual: 1; Predicted: 0.971032
i:  37; Actual: 1; Predicted: 0.966592
i:  38; Actual: 1; Predicted: 0.961369
i:  39; Actual: 1; Predicted: 0.976212
i:  40; Actual: 1; Predicted: 0.977099
i:  41; Actual: 1; Predicted: 0.986361
i:  42; Actual: 1; Predicted: 0.970835
i:  43; Actual: 1; Predicted: 0.986475
i:  44; Actual: 1; Predicted: 0.961950
i:  45; Actual: 1; Predicted: 0.977719
i:  46; Actual: 1; Predicted: 0.970678
i:  47; Actual: 1; Predicted: 0.971009
i:  48; Actual: 1; Predicted: 0.966508
i:  49; Actual: 1; Predicted: 0.962582
i:  50; Actual: 1; Predicted: 0.973707
i:  51; Actual: 1; Predicted: 0.981261
i:  52; Actual: 1; Predicted: 0.958686
i:  53; Actual: 1; Predicted: 0.984381
i:  54; Actual: 1; Predicted: 0.969321
i:  55; Actual: 1; Predicted: 0.965796
i:  56; Actual: 1; Predicted: 0.956711
i:  57; Actual: 1; Predicted: 0.978003
i:  58; Actual: 1; Predicted: 0.975003
i:  59; Actual: 1; Predicted: 0.965412
i:  60; Actual: 1; Predicted: 0.946194
i:  61; Actual: 1; Predicted: 0.960479
i:  62; Actual: 1; Predicted: 0.962763
i:  63; Actual: 1; Predicted: 0.979183
i:  64; Actual: 1; Predicted: 0.983954
i:  65; Actual: 1; Predicted: 0.963425
i:  66; Actual: 1; Predicted: 0.972317
i:  67; Actual: 1; Predicted: 0.965735
i:  68; Actual: 1; Predicted: 0.962391
i:  69; Actual: 1; Predicted: 0.979683
i:  70; Actual: 1; Predicted: 0.959174
i:  71; Actual: 1; Predicted: 0.980077
i:  72; Actual: 1; Predicted: 0.968640
i:  73; Actual: 1; Predicted: 0.933386
i:  74; Actual: 1; Predicted: 0.989739
i:  75; Actual: 1; Predicted: 0.972647
i:  76; Actual: 1; Predicted: 0.941731
i:  77; Actual: 1; Predicted: 0.959543
i:  78; Actual: 1; Predicted: 0.975117
i:  79; Actual: 1; Predicted: 0.988269
i:  80; Actual: 1; Predicted: 0.982273
i:  81; Actual: 1; Predicted: 0.988687
i:  82; Actual: 1; Predicted: 0.951098
i:  83; Actual: 1; Predicted: 0.989606
i:  84; Actual: 1; Predicted: 0.968746
i:  85; Actual: 1; Predicted: 0.956287
i:  86; Actual: 1; Predicted: 0.958965
i:  87; Actual: 1; Predicted: 0.966694
i:  88; Actual: 1; Predicted: 0.960029
i:  89; Actual: 1; Predicted: 0.970257
i:  90; Actual: 1; Predicted: 0.994319
i:  91; Actual: 1; Predicted: 0.978446
i:  92; Actual: 1; Predicted: 0.966021
i:  93; Actual: 1; Predicted: 0.949608
i:  94; Actual: 1; Predicted: 0.950193
i:  95; Actual: 1; Predicted: 0.973197
i:  96; Actual: 1; Predicted: 0.962730
i:  97; Actual: 1; Predicted: 0.977361
i:  98; Actual: 1; Predicted: 0.931334
i:  99; Actual: 1; Predicted: 0.949756

-------------------------
